,Timestamp,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation
13954,09-03-2023 10:40,User_354,VoIP_Call,-61 dBm,47 ms,0 Kbps,20 Kbps,90%
13955,09-03-2023 10:40,User_355,Online_Gaming,-46 dBm,42 ms,5.8 Mbps,6.1 Mbps,80%
13956,09-03-2023 10:40,User_356,Streaming,-105 dBm,56 ms,1.8 Mbps,2.3 Mbps,85%
13957,09-03-2023 10:40,User_357,Video_Call,-43 dBm,48 ms,14.0 Mbps,15.3 Mbps,75%
13958,09-03-2023 10:40,User_358,Video_Streaming,-108 dBm,53 ms,1.5 Mbps,1.9 Mbps,70%
13959,09-03-2023 10:40,User_359,Emergency_Service,-43 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
13960,09-03-2023 10:40,User_360,Web_Browsing,-110 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
13961,09-03-2023 10:40,User_361,Background_Download,-119 dBm,74 ms,390 Kbps,390 Kbps,60%
13962,09-03-2023 10:40,User_362,VoIP_Call,-60 dBm,48 ms,0 Kbps,15 Kbps,90%
13963,09-03-2023 10:40,User_363,Online_Gaming,-45 dBm,43 ms,5.9 Mbps,6.2 Mbps,80%
13964,09-03-2023 10:40,User_364,Streaming,-106 dBm,57 ms,1.7 Mbps,2.2 Mbps,85%
13965,09-03-2023 10:40,User_365,Video_Call,-43 dBm,49 ms,14.1 Mbps,15.4 Mbps,75%
13966,09-03-2023 10:40,User_366,Video_Streaming,-109 dBm,54 ms,1.4 Mbps,1.8 Mbps,70%
13967,09-03-2023 10:40,User_367,Emergency_Service,-42 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
13968,09-03-2023 10:40,User_368,Web_Browsing,-110 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
13969,09-03-2023 10:40,User_369,Background_Download,-120 dBm,75 ms,380 Kbps,380 Kbps,60%
13970,09-03-2023 10:40,User_370,VoIP_Call,-59 dBm,49 ms,0 Kbps,10 Kbps,90%
13971,09-03-2023 10:40,User_371,Online_Gaming,-44 dBm,44 ms,6.0 Mbps,6.3 Mbps,80%
13972,09-03-2023 10:40,User_372,Streaming,-107 dBm,58 ms,1.6 Mbps,2.1 Mbps,85%
13973,09-03-2023 10:40,User_373,Video_Call,-42 dBm,50 ms,14.2 Mbps,15.5 Mbps,75%
13974,09-03-2023 10:40,User_374,Video_Streaming,-110 dBm,55 ms,1.3 Mbps,1.7 Mbps,70%
13975,09-03-2023 10:40,User_375,Emergency_Service,-42 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
13976,09-03-2023 10:40,User_376,Web_Browsing,-111 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
13977,09-03-2023 10:40,User_377,Background_Download,-121 dBm,76 ms,370 Kbps,370 Kbps,60%
13978,09-03-2023 10:40,User_378,VoIP_Call,-58 dBm,50 ms,0 Kbps,5 Kbps,90%
13979,09-03-2023 10:40,User_379,Online_Gaming,-43 dBm,45 ms,6.1 Mbps,6.4 Mbps,80%
13980,09-03-2023 10:40,User_380,Streaming,-108 dBm,59 ms,1.5 Mbps,2.0 Mbps,85%
13981,09-03-2023 10:40,User_381,Video_Call,-41 dBm,51 ms,14.3 Mbps,15.6 Mbps,75%
13982,09-03-2023 10:40,User_382,Video_Streaming,-111 dBm,56 ms,1.2 Mbps,1.6 Mbps,70%
13983,09-03-2023 10:40,User_383,Emergency_Service,-41 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
13984,09-03-2023 10:40,User_384,Web_Browsing,-111 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
13985,09-03-2023 10:40,User_385,Background_Download,-122 dBm,77 ms,360 Kbps,360 Kbps,60%
13986,09-03-2023 10:40,User_386,VoIP_Call,-57 dBm,51 ms,0 Kbps,0 Kbps,90%
13987,09-03-2023 10:40,User_387,Online_Gaming,-42 dBm,46 ms,6.2 Mbps,6.5 Mbps,80%
13988,09-03-2023 10:40,User_388,Streaming,-109 dBm,60 ms,1.4 Mbps,1.9 Mbps,85%
13989,09-03-2023 10:40,User_389,Video_Call,-41 dBm,52 ms,14.4 Mbps,15.7 Mbps,75%
13990,09-03-2023 10:40,User_390,Video_Streaming,-112 dBm,57 ms,1.1 Mbps,1.5 Mbps,70%
13991,09-03-2023 10:40,User_391,Emergency_Service,-40 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
13992,09-03-2023 10:40,User_392,Web_Browsing,-112 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
13993,09-03-2023 10:40,User_393,Background_Download,-123 dBm,78 ms,350 Kbps,350 Kbps,60%
13994,09-03-2023 10:40,User_394,VoIP_Call,-56 dBm,52 ms,0 Kbps,0 Kbps,90%
13995,09-03-2023 10:40,User_395,Online_Gaming,-41 dBm,47 ms,6.3 Mbps,6.6 Mbps,80%
13996,09-03-2023 10:40,User_396,Streaming,-110 dBm,61 ms,1.3 Mbps,1.8 Mbps,85%
13997,09-03-2023 10:40,User_397,Video_Call,-40 dBm,53 ms,14.5 Mbps,15.8 Mbps,75%
13998,09-03-2023 10:40,User_398,Video_Streaming,-113 dBm,58 ms,1.0 Mbps,1.4 Mbps,70%
13999,09-03-2023 10:40,User_399,Emergency_Service,-40 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
14000,09-03-2023 10:40,User_400,Web_Browsing,-113 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
14001,09-03-2023 10:35,User_1,Video_Call,-75 dBm,30 ms,10 Mbps,15 Mbps,70%
14002,09-03-2023 10:35,User_2,Voice_Call,-80 dBm,20 ms,100 Kbps,120 Kbps,80%
14003,09-03-2023 10:35,User_3,Streaming,-85 dBm,40 ms,5 Mbps,6 Mbps,75%
14004,09-03-2023 10:35,User_4,Emergency_Service,-70 dBm,10 ms,1 Mbps,1.5 Mbps,90%
14005,09-03-2023 10:35,User_5,Online_Gaming,-78 dBm,25 ms,2 Mbps,3 Mbps,85%
14006,09-03-2023 10:35,User_6,Background_Download,-90 dBm,50 ms,500 Kbps,550 Kbps,70%
14007,09-03-2023 10:35,User_7,Web_Browsing,-88 dBm,30 ms,1 Mbps,1 Mbps,60%
14008,09-03-2023 10:35,User_8,IoT_Temperature,-95 dBm,100 ms,10 Kbps,15 Kbps,50%
14009,09-03-2023 10:35,User_9,Video_Streaming,-82 dBm,35 ms,3 Mbps,3.5 Mbps,80%
14010,09-03-2023 10:35,User_10,File_Download,-75 dBm,45 ms,2 Mbps,2 Mbps,70%
14011,09-03-2023 10:35,User_11,Video_Call,-76 dBm,32 ms,12 Mbps,14 Mbps,70%
14012,09-03-2023 10:35,User_12,Online_Gaming,-79 dBm,24 ms,2.5 Mbps,2.8 Mbps,75%
14013,09-03-2023 10:35,User_13,Web_Browsing,-87 dBm,28 ms,1.2 Mbps,1.2 Mbps,65%
14014,09-03-2023 10:35,User_14,VoIP_Call,-81 dBm,22 ms,150 Kbps,170 Kbps,85%
14015,09-03-2023 10:35,User_15,Video_Call,-74 dBm,29 ms,10 Mbps,12 Mbps,60%
14016,09-03-2023 10:35,User_16,Streaming,-84 dBm,38 ms,4.5 Mbps,5 Mbps,70%
14017,09-03-2023 10:35,User_17,Emergency_Service,-69 dBm,9 ms,1.2 Mbps,1.3 Mbps,80%
14018,09-03-2023 10:35,User_18,Background_Download,-91 dBm,48 ms,600 Kbps,600 Kbps,55%
14019,09-03-2023 10:35,User_19,IoT_Temperature,-96 dBm,105 ms,8 Kbps,9 Kbps,70%
14020,09-03-2023 10:35,User_20,Video_Streaming,-83 dBm,34 ms,3.2 Mbps,3.5 Mbps,75%
14021,09-03-2023 10:35,User_21,Video_Call,-77 dBm,31 ms,11 Mbps,13 Mbps,75%
14022,09-03-2023 10:35,User_22,Online_Gaming,-80 dBm,23 ms,2.2 Mbps,2.5 Mbps,80%
14023,09-03-2023 10:35,User_23,Web_Browsing,-86 dBm,29 ms,1.4 Mbps,1.4 Mbps,70%
14024,09-03-2023 10:35,User_24,VoIP_Call,-82 dBm,21 ms,160 Kbps,180 Kbps,90%
14025,09-03-2023 10:35,User_25,Video_Call,-73 dBm,28 ms,10.5 Mbps,12.5 Mbps,75%
14026,09-03-2023 10:35,User_26,Streaming,-83 dBm,37 ms,4.2 Mbps,4.8 Mbps,85%
14027,09-03-2023 10:35,User_27,Emergency_Service,-68 dBm,8 ms,1.1 Mbps,1.2 Mbps,70%
14028,09-03-2023 10:35,User_28,Background_Download,-92 dBm,47 ms,620 Kbps,620 Kbps,60%
14029,09-03-2023 10:35,User_29,IoT_Temperature,-97 dBm,110 ms,7 Kbps,8 Kbps,65%
14030,09-03-2023 10:35,User_30,Video_Streaming,-84 dBm,33 ms,3.4 Mbps,3.7 Mbps,70%
14031,09-03-2023 10:35,User_31,Video_Call,-78 dBm,30 ms,10.2 Mbps,12.2 Mbps,75%
14032,09-03-2023 10:35,User_32,Online_Gaming,-79 dBm,24 ms,2.3 Mbps,2.6 Mbps,80%
14033,09-03-2023 10:35,User_33,Web_Browsing,-88 dBm,27 ms,1.3 Mbps,1.3 Mbps,70%
14034,09-03-2023 10:35,User_34,VoIP_Call,-83 dBm,20 ms,170 Kbps,190 Kbps,90%
14035,09-03-2023 10:35,User_35,Video_Call,-72 dBm,27 ms,10.8 Mbps,12.8 Mbps,75%
14036,09-03-2023 10:35,User_36,Streaming,-82 dBm,36 ms,4.0 Mbps,4.6 Mbps,85%
14037,09-03-2023 10:35,User_37,Emergency_Service,-67 dBm,7 ms,1.0 Mbps,1.1 Mbps,70%
14038,09-03-2023 10:35,User_38,Background_Download,-93 dBm,46 ms,630 Kbps,630 Kbps,60%
14039,09-03-2023 10:35,User_39,IoT_Temperature,-98 dBm,105 ms,6 Kbps,7 Kbps,65%
14040,09-03-2023 10:35,User_40,Video_Streaming,-85 dBm,32 ms,3.5 Mbps,3.8 Mbps,70%
14041,09-03-2023 10:35,User_41,Video_Call,-79 dBm,29 ms,10.5 Mbps,12.3 Mbps,70%
14042,09-03-2023 10:35,User_42,Online_Gaming,-78 dBm,25 ms,2.4 Mbps,2.7 Mbps,75%
14043,09-03-2023 10:35,User_43,Web_Browsing,-87 dBm,28 ms,1.2 Mbps,1.2 Mbps,70%
14044,09-03-2023 10:35,User_44,VoIP_Call,-84 dBm,20 ms,165 Kbps,185 Kbps,90%
14045,09-03-2023 10:35,User_45,Video_Call,-71 dBm,26 ms,10.2 Mbps,12.6 Mbps,80%
14046,09-03-2023 10:35,User_46,Streaming,-81 dBm,35 ms,3.8 Mbps,4.4 Mbps,85%
14047,09-03-2023 10:35,User_47,Emergency_Service,-66 dBm,7 ms,1.1 Mbps,1.2 Mbps,70%
14048,09-03-2023 10:35,User_48,Background_Download,-94 dBm,45 ms,640 Kbps,640 Kbps,60%
14049,09-03-2023 10:35,User_49,IoT_Temperature,-99 dBm,104 ms,5 Kbps,6 Kbps,65%
14050,09-03-2023 10:35,User_50,Video_Streaming,-86 dBm,31 ms,3.6 Mbps,3.9 Mbps,70%
14051,09-03-2023 10:36,User_51,Video_Call,-80 dBm,30 ms,11 Mbps,12.5 Mbps,80%
14052,09-03-2023 10:36,User_52,Online_Gaming,-77 dBm,24 ms,2.6 Mbps,2.9 Mbps,85%
14053,09-03-2023 10:36,User_53,Web_Browsing,-89 dBm,27 ms,1.1 Mbps,1.1 Mbps,70%
14054,09-03-2023 10:36,User_54,VoIP_Call,-85 dBm,21 ms,160 Kbps,190 Kbps,90%
14055,09-03-2023 10:36,User_55,Video_Call,-70 dBm,27 ms,10.7 Mbps,12.3 Mbps,75%
14056,09-03-2023 10:36,User_56,Streaming,-80 dBm,35 ms,4.1 Mbps,4.7 Mbps,85%
14057,09-03-2023 10:36,User_57,Emergency_Service,-65 dBm,8 ms,1.0 Mbps,1.1 Mbps,70%
14058,09-03-2023 10:36,User_58,Background_Download,-95 dBm,46 ms,650 Kbps,650 Kbps,60%
14059,09-03-2023 10:36,User_59,IoT_Temperature,-100 dBm,103 ms,4 Kbps,5 Kbps,75%
14060,09-03-2023 10:36,User_60,Video_Streaming,-87 dBm,32 ms,3.7 Mbps,4.0 Mbps,70%
14061,09-03-2023 10:36,User_61,Video_Call,-81 dBm,29 ms,10.3 Mbps,12.1 Mbps,70%
14062,09-03-2023 10:36,User_62,Online_Gaming,-76 dBm,23 ms,2.7 Mbps,3.0 Mbps,80%
14063,09-03-2023 10:36,User_63,Web_Browsing,-90 dBm,26 ms,1.0 Mbps,1.0 Mbps,70%
14064,09-03-2023 10:36,User_64,VoIP_Call,-86 dBm,20 ms,155 Kbps,180 Kbps,90%
14065,09-03-2023 10:36,User_65,Video_Call,-69 dBm,26 ms,10.9 Mbps,12.4 Mbps,75%
14066,09-03-2023 10:36,User_66,Streaming,-79 dBm,34 ms,4.3 Mbps,4.9 Mbps,85%
14067,09-03-2023 10:36,User_67,Emergency_Service,-64 dBm,7 ms,1.0 Mbps,1.1 Mbps,70%
14068,09-03-2023 10:36,User_68,Background_Download,-96 dBm,45 ms,660 Kbps,660 Kbps,60%
14069,09-03-2023 10:36,User_69,IoT_Temperature,-101 dBm,102 ms,3 Kbps,4 Kbps,75%
14070,09-03-2023 10:36,User_70,Video_Streaming,-88 dBm,31 ms,3.8 Mbps,4.1 Mbps,70%
14071,09-03-2023 10:36,User_71,Video_Call,-82 dBm,28 ms,10.7 Mbps,12.2 Mbps,70%
14072,09-03-2023 10:36,User_72,Online_Gaming,-75 dBm,22 ms,2.8 Mbps,3.1 Mbps,80%
14073,09-03-2023 10:36,User_73,Web_Browsing,-91 dBm,25 ms,0.9 Mbps,0.9 Mbps,70%
14074,09-03-2023 10:36,User_74,VoIP_Call,-87 dBm,19 ms,150 Kbps,175 Kbps,90%
14075,09-03-2023 10:36,User_75,Video_Call,-68 dBm,25 ms,11.0 Mbps,12.5 Mbps,75%
14076,09-03-2023 10:36,User_76,Streaming,-78 dBm,33 ms,4.4 Mbps,5.0 Mbps,85%
14077,09-03-2023 10:36,User_77,Emergency_Service,-63 dBm,6 ms,0.9 Mbps,1.0 Mbps,70%
14078,09-03-2023 10:36,User_78,Background_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%
14079,09-03-2023 10:36,User_79,IoT_Temperature,-102 dBm,101 ms,2 Kbps,3 Kbps,75%
14080,09-03-2023 10:36,User_80,Video_Streaming,-89 dBm,30 ms,3.9 Mbps,4.2 Mbps,70%
14081,09-03-2023 10:36,User_81,Video_Call,-83 dBm,27 ms,10.8 Mbps,12.0 Mbps,70%
14082,09-03-2023 10:36,User_82,Online_Gaming,-74 dBm,21 ms,2.9 Mbps,3.2 Mbps,80%
14083,09-03-2023 10:36,User_83,Web_Browsing,-92 dBm,24 ms,0.8 Mbps,0.8 Mbps,70%
14084,09-03-2023 10:36,User_84,VoIP_Call,-88 dBm,18 ms,145 Kbps,170 Kbps,90%
14085,09-03-2023 10:36,User_85,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.8 Mbps,75%
14086,09-03-2023 10:36,User_86,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%
14087,09-03-2023 10:36,User_87,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%
14088,09-03-2023 10:36,User_88,Background_Download,-98 dBm,43 ms,680 Kbps,680 Kbps,60%
14089,09-03-2023 10:36,User_89,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%
14090,09-03-2023 10:36,User_90,Video_Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%
14091,09-03-2023 10:36,User_91,Video_Call,-84 dBm,26 ms,10.9 Mbps,12.1 Mbps,70%
14092,09-03-2023 10:36,User_92,Online_Gaming,-73 dBm,20 ms,3.0 Mbps,3.3 Mbps,80%
14093,09-03-2023 10:36,User_93,Web_Browsing,-93 dBm,23 ms,0.7 Mbps,0.7 Mbps,70%
14094,09-03-2023 10:36,User_94,VoIP_Call,-89 dBm,17 ms,140 Kbps,165 Kbps,90%
14095,09-03-2023 10:36,User_95,Video_Call,-66 dBm,23 ms,11.4 Mbps,12.7 Mbps,75%
14096,09-03-2023 10:36,User_96,Streaming,-76 dBm,31 ms,4.6 Mbps,5.2 Mbps,85%
14097,09-03-2023 10:36,User_97,Emergency_Service,-61 dBm,6 ms,0.7 Mbps,0.8 Mbps,70%
14098,09-03-2023 10:36,User_98,Background_Download,-99 dBm,42 ms,690 Kbps,690 Kbps,60%
14099,09-03-2023 10:36,User_99,IoT_Temperature,-104 dBm,99 ms,1 Kbps,2 Kbps,75%
14100,09-03-2023 10:36,User_100,Video_Streaming,-91 dBm,28 ms,4.1 Mbps,4.4 Mbps,70%
14101,09-03-2023 10:36,User_101,VoIP_Call,-86 dBm,18 ms,155 Kbps,180 Kbps,90%
14102,09-03-2023 10:36,User_102,Online_Gaming,-74 dBm,22 ms,2.9 Mbps,3.2 Mbps,80%
14103,09-03-2023 10:36,User_103,Web_Browsing,-92 dBm,25 ms,0.8 Mbps,0.8 Mbps,70%
14104,09-03-2023 10:36,User_104,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.5 Mbps,75%
14105,09-03-2023 10:36,User_105,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%
14106,09-03-2023 10:36,User_106,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%
14107,09-03-2023 10:36,User_107,Background_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%
14108,09-03-2023 10:36,User_108,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%
14109,09-03-2023 10:36,User_109,Video_Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%
14110,09-03-2023 10:36,User_110,VoIP_Call,-85 dBm,19 ms,150 Kbps,175 Kbps,90%
14111,09-03-2023 10:37,User_111,Video_Call,-83 dBm,27 ms,10.8 Mbps,12.0 Mbps,70%
14112,09-03-2023 10:37,User_112,Online_Gaming,-72 dBm,21 ms,3.1 Mbps,3.4 Mbps,80%
14113,09-03-2023 10:37,User_113,Web_Browsing,-94 dBm,24 ms,0.7 Mbps,0.7 Mbps,70%
14114,09-03-2023 10:37,User_114,VoIP_Call,-88 dBm,18 ms,145 Kbps,170 Kbps,90%
14115,09-03-2023 10:37,User_115,Video_Call,-68 dBm,25 ms,11.4 Mbps,12.7 Mbps,75%
14116,09-03-2023 10:37,User_116,Streaming,-76 dBm,31 ms,4.6 Mbps,5.2 Mbps,85%
14117,09-03-2023 10:37,User_117,Emergency_Service,-61 dBm,6 ms,0.7 Mbps,0.8 Mbps,70%
14118,09-03-2023 10:37,User_118,Background_Download,-98 dBm,43 ms,680 Kbps,680 Kbps,60%
14119,09-03-2023 10:37,User_119,IoT_Temperature,-102 dBm,99 ms,1 Kbps,2 Kbps,75%
14120,09-03-2023 10:37,User_120,Video_Streaming,-89 dBm,30 ms,4.1 Mbps,4.4 Mbps,70%
14121,09-03-2023 10:37,User_121,VoIP_Call,-86 dBm,19 ms,155 Kbps,180 Kbps,90%
14122,09-03-2023 10:37,User_122,Online_Gaming,-74 dBm,22 ms,2.9 Mbps,3.2 Mbps,80%
14123,09-03-2023 10:37,User_123,Web_Browsing,-92 dBm,25 ms,0.8 Mbps,0.8 Mbps,70%
14124,09-03-2023 10:37,User_124,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.5 Mbps,75%
14125,09-03-2023 10:37,User_125,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%
14126,09-03-2023 10:37,User_126,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%
14127,09-03-2023 10:37,User_127,Background_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%
14128,09-03-2023 10:37,User_128,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%
14129,09-03-2023 10:37,User_129,Video_Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%
14130,09-03-2023 10:37,User_130,Video_Call,-85 dBm,19 ms,150 Kbps,175 Kbps,90%
14131,09-03-2023 10:37,User_131,Web_Browsing,-85 dBm,28 ms,1.5 Mbps,1.5 Mbps,70%
14132,09-03-2023 10:37,User_132,Background_Download,-99 dBm,46 ms,620 Kbps,620 Kbps,60%
14133,09-03-2023 10:37,User_133,VoIP_Call,-88 dBm,20 ms,130 Kbps,155 Kbps,90%
14134,09-03-2023 10:37,User_134,Streaming,-75 dBm,30 ms,5.0 Mbps,5.7 Mbps,85%
14135,09-03-2023 10:37,User_135,Video_Call,-66 dBm,26 ms,11.0 Mbps,12.3 Mbps,75%
14136,09-03-2023 10:37,User_136,Video_Streaming,-80 dBm,29 ms,4.2 Mbps,4.6 Mbps,70%
14137,09-03-2023 10:37,User_137,Emergency_Service,-60 dBm,5 ms,0.9 Mbps,1.0 Mbps,70%
14138,09-03-2023 10:37,User_138,Web_Browsing,-94 dBm,27 ms,0.6 Mbps,0.6 Mbps,70%
14139,09-03-2023 10:37,User_139,Background_Download,-96 dBm,45 ms,660 Kbps,660 Kbps,60%
14140,09-03-2023 10:37,User_140,Online_Gaming,-72 dBm,20 ms,3.2 Mbps,3.5 Mbps,80%
14141,09-03-2023 10:37,User_141,Streaming,-78 dBm,32 ms,4.4 Mbps,5.0 Mbps,85%
14142,09-03-2023 10:37,User_142,Video_Call,-67 dBm,27 ms,11.1 Mbps,12.4 Mbps,75%
14143,09-03-2023 10:37,User_143,Video_Streaming,-81 dBm,28 ms,4.1 Mbps,4.5 Mbps,70%
14144,09-03-2023 10:37,User_144,Emergency_Service,-59 dBm,5 ms,0.9 Mbps,1.1 Mbps,70%
14145,09-03-2023 10:37,User_145,Web_Browsing,-95 dBm,26 ms,0.7 Mbps,0.7 Mbps,70%
14146,09-03-2023 10:37,User_146,Background_Download,-95 dBm,47 ms,610 Kbps,610 Kbps,60%
14147,09-03-2023 10:37,User_147,VoIP_Call,-87 dBm,21 ms,125 Kbps,150 Kbps,90%
14148,09-03-2023 10:37,User_148,Online_Gaming,-71 dBm,19 ms,3.3 Mbps,3.6 Mbps,80%
14149,09-03-2023 10:37,User_149,Streaming,-79 dBm,33 ms,4.3 Mbps,4.8 Mbps,85%
14150,09-03-2023 10:37,User_150,Video_Call,-68 dBm,28 ms,11.3 Mbps,12.6 Mbps,75%
14151,09-03-2023 10:37,User_151,Video_Streaming,-82 dBm,30 ms,4.0 Mbps,4.4 Mbps,70%
14152,09-03-2023 10:37,User_152,Emergency_Service,-58 dBm,5 ms,0.8 Mbps,1.0 Mbps,70%
14153,09-03-2023 10:37,User_153,Web_Browsing,-96 dBm,25 ms,0.6 Mbps,0.6 Mbps,70%
14154,09-03-2023 10:37,User_154,Background_Download,-94 dBm,48 ms,650 Kbps,650 Kbps,60%
14155,09-03-2023 10:37,User_155,VoIP_Call,-86 dBm,22 ms,120 Kbps,145 Kbps,90%
14156,09-03-2023 10:37,User_156,Streaming,-80 dBm,31 ms,4.4 Mbps,4.9 Mbps,85%
14157,09-03-2023 10:37,User_157,Video_Call,-66 dBm,25 ms,11.5 Mbps,12.8 Mbps,75%
14158,09-03-2023 10:37,User_158,Video_Streaming,-83 dBm,31 ms,4.0 Mbps,4.4 Mbps,70%
14159,09-03-2023 10:37,User_159,Emergency_Service,-58 dBm,5 ms,0.8 Mbps,1.0 Mbps,70%
14160,09-03-2023 10:37,User_160,Web_Browsing,-97 dBm,24 ms,0.5 Mbps,0.5 Mbps,70%
14161,09-03-2023 10:37,User_161,Background_Download,-97 dBm,49 ms,640 Kbps,640 Kbps,60%
14162,09-03-2023 10:37,User_162,VoIP_Call,-85 dBm,23 ms,115 Kbps,140 Kbps,90%
14163,09-03-2023 10:37,User_163,Online_Gaming,-70 dBm,18 ms,3.4 Mbps,3.7 Mbps,80%
14164,09-03-2023 10:37,User_164,Streaming,-81 dBm,32 ms,4.2 Mbps,4.7 Mbps,85%
14165,09-03-2023 10:37,User_165,Video_Call,-65 dBm,24 ms,11.6 Mbps,12.9 Mbps,75%
14166,09-03-2023 10:37,User_166,Video_Streaming,-84 dBm,30 ms,3.9 Mbps,4.3 Mbps,70%
14167,09-03-2023 10:37,User_167,Emergency_Service,-57 dBm,5 ms,0.7 Mbps,0.9 Mbps,70%
14168,09-03-2023 10:37,User_168,Web_Browsing,-97 dBm,23 ms,0.5 Mbps,0.5 Mbps,70%
14169,09-03-2023 10:37,User_169,Background_Download,-98 dBm,50 ms,630 Kbps,630 Kbps,60%
14170,09-03-2023 10:37,User_170,VoIP_Call,-84 dBm,24 ms,110 Kbps,135 Kbps,90%
14171,09-03-2023 10:38,User_171,Online_Gaming,-69 dBm,19 ms,3.5 Mbps,3.8 Mbps,80%
14172,09-03-2023 10:38,User_172,Streaming,-82 dBm,33 ms,4.1 Mbps,4.6 Mbps,85%
14173,09-03-2023 10:38,User_173,Video_Call,-64 dBm,25 ms,11.7 Mbps,13.0 Mbps,75%
14174,09-03-2023 10:38,User_174,Video_Streaming,-85 dBm,29 ms,3.8 Mbps,4.2 Mbps,70%
14175,09-03-2023 10:38,User_175,Emergency_Service,-57 dBm,5 ms,0.7 Mbps,0.8 Mbps,70%
14176,09-03-2023 10:38,User_176,Web_Browsing,-98 dBm,22 ms,0.5 Mbps,0.5 Mbps,70%
14177,09-03-2023 10:38,User_177,Background_Download,-98 dBm,51 ms,620 Kbps,620 Kbps,60%
14178,09-03-2023 10:38,User_178,VoIP_Call,-83 dBm,25 ms,105 Kbps,130 Kbps,90%
14179,09-03-2023 10:38,User_179,Online_Gaming,-68 dBm,20 ms,3.6 Mbps,3.9 Mbps,80%
14180,09-03-2023 10:38,User_180,Streaming,-83 dBm,34 ms,4.0 Mbps,4.5 Mbps,85%
14181,09-03-2023 10:38,User_181,Video_Call,-63 dBm,26 ms,11.8 Mbps,13.1 Mbps,75%
14182,09-03-2023 10:38,User_182,Video_Streaming,-86 dBm,31 ms,3.7 Mbps,4.1 Mbps,70%
14183,09-03-2023 10:38,User_183,Emergency_Service,-56 dBm,5 ms,0.7 Mbps,0.8 Mbps,70%
14184,09-03-2023 10:38,User_184,Web_Browsing,-98 dBm,21 ms,0.5 Mbps,0.5 Mbps,70%
14185,09-03-2023 10:38,User_185,Background_Download,-99 dBm,52 ms,610 Kbps,610 Kbps,60%
14186,09-03-2023 10:38,User_186,VoIP_Call,-82 dBm,26 ms,100 Kbps,125 Kbps,90%
14187,09-03-2023 10:38,User_187,Online_Gaming,-67 dBm,21 ms,3.7 Mbps,4.0 Mbps,80%
14188,09-03-2023 10:38,User_188,Streaming,-84 dBm,35 ms,3.9 Mbps,4.4 Mbps,85%
14189,09-03-2023 10:38,User_189,Video_Call,-63 dBm,27 ms,11.9 Mbps,13.2 Mbps,75%
14190,09-03-2023 10:38,User_190,Video_Streaming,-87 dBm,32 ms,3.6 Mbps,4.0 Mbps,70%
14191,09-03-2023 10:38,User_191,Emergency_Service,-55 dBm,5 ms,0.7 Mbps,0.8 Mbps,70%
14192,09-03-2023 10:38,User_192,Web_Browsing,-99 dBm,20 ms,0.4 Mbps,0.4 Mbps,70%
14193,09-03-2023 10:38,User_193,Background_Download,-100 dBm,53 ms,600 Kbps,600 Kbps,60%
14194,09-03-2023 10:38,User_194,VoIP_Call,-81 dBm,27 ms,95 Kbps,120 Kbps,90%
14195,09-03-2023 10:38,User_195,Online_Gaming,-66 dBm,22 ms,3.8 Mbps,4.1 Mbps,80%
14196,09-03-2023 10:38,User_196,Streaming,-85 dBm,36 ms,3.8 Mbps,4.3 Mbps,85%
14197,09-03-2023 10:38,User_197,Video_Call,-62 dBm,28 ms,12.0 Mbps,13.3 Mbps,75%
14198,09-03-2023 10:38,User_198,Video_Streaming,-88 dBm,33 ms,3.5 Mbps,3.9 Mbps,70%
